,id,popularity,title,vote_average,vote_count,year,month,day,director_name,gender,revenue_Mdollars,budget_Mdollars
1054,45829,8,Topsy-Turvy,6.7,41,1999,Sep,Friday,Mike Leigh,Male,0.0,0.0
1055,45831,27,A Dangerous Method,6.2,571,2011,Sep,Friday,David Cronenberg,Male,27.46,15.0
1056,45832,26,A Scanner Darkly,6.8,532,2006,May,Thursday,Richard Linklater,Male,7.66,8.7
1057,45833,13,Chasing Mavericks,7.0,216,2012,Oct,Thursday,Curtis Hanson,Male,0.0,0.0
1058,45834,9,Alone in the Dark,3.1,173,2005,Jan,Friday,Uwe Boll,Male,10.44,20.0
1059,45858,3,Rapa Nui,6.2,33,1994,Sep,Friday,Kevin Reynolds,,0.31,20.0
1060,45879,45,Scream,7.0,1476,1996,Dec,Friday,Wes Craven,Male,173.05,14.0
1061,45882,76,Back to the Future,8.0,6079,1985,Jul,Wednesday,Robert Zemeckis,Male,381.11,19.0
1062,45884,2,I Can Do Bad All By Myself,6.0,40,2009,Sep,Friday,Tyler Perry,Male,0.0,0.0
1063,45887,18,Just Married,5.3,404,2003,Jan,Thursday,Shawn Levy,Male,101.56,18.0
1064,45888,10,The Devil's Double,6.5,208,2011,Feb,Friday,Lee Tamahori,Male,5.73,19.1
1065,45893,7,The Bounty,6.5,108,1984,May,Friday,Roger Donaldson,Male,8.61,25.0
1066,45905,15,Land of the Dead,6.0,381,2005,Jun,Friday,George A. Romero,Male,46.77,15.0
1067,45907,44,Fear and Loathing in Las Vegas,7.2,1301,1998,May,Friday,Terry Gilliam,Male,10.68,18.5
1068,45909,36,Neighbors,6.2,2713,2014,May,Thursday,Nicholas Stoller,Male,268.16,18.0
1069,45910,85,The Mask,6.6,2472,1994,Jul,Friday,Chuck Russell,Male,351.58,23.0
1070,45912,29,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579,2006,Nov,Wednesday,Larry Charles,Male,261.57,18.0
1071,45913,25,Legally Blonde,6.1,882,2001,Jul,Friday,Robert Luketic,Male,141.77,18.0
1072,45921,36,Austin Powers: International Man of Mystery,6.5,1013,1997,May,Friday,Jay Roach,Male,67.68,16.5
1073,45922,16,My Big Fat Greek Wedding 2,5.5,322,2016,Mar,Wednesday,Kirk Jones,,88.92,18.0
1074,45924,50,Predator,7.3,2093,1987,Jun,Thursday,John McTiernan,,98.24,18.0
1075,45927,36,Mean Girls,6.9,2320,2004,Apr,Friday,Mark Waters,Male,129.04,17.0
1076,45930,12,Peggy Sue Got Married,5.9,136,1986,Oct,Sunday,Francis Ford Coppola,Male,41.38,18.0
1077,45931,89,Birdman,7.4,4535,2014,Aug,Wednesday,Alejandro González Iñárritu,Male,103.22,18.0
1078,45932,34,Blue Jasmine,7.0,1098,2013,Jul,Thursday,Woody Allen,Male,99.21,18.0
1079,45933,17,United 93,6.9,367,2006,Apr,Friday,Paul Greengrass,Male,76.29,15.0
1080,45936,14,The Fog,6.4,311,1980,Feb,Friday,John Carpenter,Male,21.38,1.0
1081,45941,35,Raging Bull,7.7,938,1980,Nov,Friday,Martin Scorsese,Male,23.0,18.0
1082,45943,8,Young Sherlock Holmes,6.7,167,1985,Dec,Wednesday,Barry Levinson,Male,0.0,18.0
1083,45945,52,127 Hours,7.0,2606,2010,Nov,Friday,Danny Boyle,Male,35.69,18.0
1084,45946,11,Small Time Crooks,6.4,155,2000,May,Friday,Woody Allen,Male,0.0,0.0
1085,45951,53,Steve Jobs,6.8,1573,2015,Oct,Friday,Danny Boyle,Male,34.44,30.0
1086,45952,14,"I Love You, Beth Cooper",5.1,197,2009,Jul,Friday,Chris Columbus,Male,0.0,18.0
1087,45953,13,Youth in Revolt,5.9,319,2009,Sep,Friday,Miguel Arteta,Male,0.0,18.0
1088,45956,13,Blow Out,7.3,236,1981,Jul,Friday,Brian De Palma,Male,12.0,18.0
1089,45958,14,The Ice Storm,6.9,176,1997,Sep,Saturday,Ang Lee,Male,8.04,18.0
1090,45959,9,And So It Goes,5.7,164,2014,Jul,Sunday,Rob Reiner,Male,25.31,18.0
1091,45965,24,Ed Wood,7.3,630,1994,Sep,Tuesday,Tim Burton,Male,5.89,18.0
1092,45966,17,Labor Day,6.7,299,2013,Dec,Friday,Jason Reitman,Male,20.28,18.0
1093,45968,31,RockNRolla,6.9,836,2008,Sep,Thursday,Guy Ritchie,Male,25.74,18.0
1094,45970,9,Hamlet,7.3,117,1996,Dec,Wednesday,Kenneth Branagh,Male,0.0,0.0
1095,45973,8,Anything Else,6.2,149,2003,Aug,Wednesday,Woody Allen,Male,0.0,0.0
1096,45984,18,Day of the Dead,6.9,270,1985,Jul,Friday,George A. Romero,Male,34.0,3.5
1097,45985,10,I Am Wrath,4.5,179,2016,Apr,Thursday,Chuck Russell,Male,0.0,18.0
1098,45990,3,Madea Goes to Jail,6.4,52,2009,Feb,Monday,Tyler Perry,Male,90.51,0.0
1099,45992,28,Step Up 2: The Streets,6.5,640,2008,Feb,Thursday,Jon M. Chu,Male,150.82,23.0
1100,46000,67,Aliens,7.7,3220,1986,Jul,Friday,James Cameron,Male,183.32,18.5
1101,46004,23,Sideways,6.9,478,2004,Oct,Friday,Alexander Payne,,109.5,16.0
1102,46006,30,Halloween,7.4,1035,1978,Oct,Wednesday,John Carpenter,Male,70.0,0.3
1103,46008,7,The Best Man Holiday,6.7,110,2013,Nov,Friday,Malcolm D. Lee,Male,71.63,17.0
1104,46021,10,A Simple Plan,6.9,187,1998,Dec,Friday,Sam Raimi,Male,0.0,0.0
1105,46025,18,Brooklyn's Finest,6.2,293,2009,Jan,Friday,Antoine Fuqua,Male,29.54,17.0
1106,46028,5,My Life in Ruins,5.6,101,2009,Feb,Friday,Donald Petrie,Male,20.46,17.0
1107,46029,7,American Dreamz,4.9,95,2006,Mar,Saturday,Paul Weitz,Male,7.31,17.0
1108,46037,9,Veronica Guerin,6.8,59,2003,Jul,Friday,Joel Schumacher,Male,1.57,17.0
1109,46045,24,Wall Street,7.0,546,1987,Dec,Thursday,Oliver Stone,Male,43.85,15.0
1110,46046,20,Sense and Sensibility,7.2,352,1995,Dec,Wednesday,Ang Lee,Male,135.0,16.5
1111,46051,35,Dumb and Dumber,6.5,1859,1994,Dec,Friday,Bobby Farrelly,Male,247.28,16.0
1112,46052,18,When Harry Met Sally...,7.3,950,1989,Jul,Friday,Rob Reiner,Male,92.82,16.0
1113,46053,7,The Verdict,7.4,131,1982,Dec,Wednesday,Sidney Lumet,,53.98,16.0
1114,46054,14,Road Trip,5.9,542,2000,May,Friday,Todd Phillips,Male,119.75,16.0
1115,46055,9,Varsity Blues,6.0,122,1999,Jan,Friday,Brian Robbins,Male,0.0,0.0
1116,46058,41,Moonrise Kingdom,7.6,1662,2012,May,Wednesday,Wes Anderson,Male,68.26,16.0
1117,46059,21,The Texas Chainsaw Massacre: The Beginning,5.9,402,2006,Oct,Friday,Jonathan Liebesman,,0.0,16.0
1118,46062,90,Pan's Labyrinth,7.6,3041,2006,May,Saturday,Guillermo del Toro,Male,83.26,19.0
1119,46063,6,See Spot Run,4.8,44,2001,Mar,Friday,John Whitesell,Male,0.0,0.0
1120,46064,7,Baby Boy,7.4,55,2001,Jun,Wednesday,John Singleton,Male,29.38,16.0
1121,46070,32,Vicky Cristina Barcelona,6.7,1020,2008,Aug,Friday,Woody Allen,Male,96.41,15.0
1122,46076,7,Radio Days,7.0,127,1987,Jan,Friday,Woody Allen,Male,0.0,16.0
1123,46080,44,Philadelphia,7.6,988,1993,Dec,Wednesday,Jonathan Demme,Male,206.68,26.0
1124,46085,8,Hollywood Ending,6.4,113,2002,May,Friday,Woody Allen,Male,0.0,16.0
1125,46091,4,The White Countess,6.9,21,2005,Oct,Sunday,James Ivory,Male,0.0,0.0
1126,46092,38,Trance,6.5,956,2013,Mar,Wednesday,Danny Boyle,Male,24.26,20.0
1127,46098,43,Hachi: A Dog's Tale,7.7,1717,2009,Jun,Saturday,Lasse Hallström,Male,47.8,16.0
1128,46102,1,Ararat,5.7,16,2002,May,Monday,Atom Egoyan,Male,0.0,0.0
1129,46108,2,Home Alone,7.1,2414,1990,Nov,Friday,Chris Columbus,Male,476.68,18.0
1130,46110,20,Tootsie,6.9,421,1982,Dec,Thursday,Sydney Pollack,Male,177.2,21.0
1131,46111,58,Top Gun,6.7,1698,1986,May,Friday,Tony Scott,Male,356.83,15.0
1132,46112,45,"Crouching Tiger, Hidden Dragon",7.2,927,2000,Oct,Sunday,Ang Lee,Male,213.53,17.0
1133,46113,80,American Beauty,7.9,3313,1999,Sep,Wednesday,Sam Mendes,Male,356.3,15.0
1134,46115,17,Twins,5.7,559,1988,Dec,Friday,Ivan Reitman,Male,216.61,15.0
1135,46117,17,The Color Purple,7.7,338,1985,Dec,Wednesday,Steven Spielberg,Male,146.29,15.0
1136,46121,3,Coal Miner's Daughter,7.2,67,1980,Mar,Friday,Michael Apted,Male,67.18,15.0
1137,46124,22,National Lampoon's Vacation,7.1,410,1983,Jul,Thursday,Harold Ramis,Male,61.4,15.0
1138,46126,19,The Queen,6.8,338,2006,Sep,Friday,Stephen Frears,,123.38,15.0
1139,46127,58,Beetlejuice,7.1,1444,1988,Feb,Monday,Tim Burton,Male,73.33,15.0
1140,46128,2,Why Did I Get Married?,6.1,33,2007,Oct,Friday,Tyler Perry,Male,55.18,15.0
1141,46131,4,When a Stranger Calls,5.4,268,2006,Feb,Friday,Simon West,Male,66.97,15.0
1142,46132,9,Big Fat Liar,5.6,197,2002,Feb,Friday,Shawn Levy,Male,52.97,15.0
1143,46134,13,Wag the Dog,6.7,270,1997,Dec,Thursday,Barry Levinson,Male,64.26,15.0
1144,46138,21,The Faculty,6.2,492,1998,Dec,Friday,Robert Rodriguez,,40.28,15.0
1145,46140,19,Cop Land,6.6,382,1997,Aug,Friday,James Mangold,Male,44.86,15.0
1146,46142,49,End of Watch,7.2,1170,2012,Sep,Thursday,David Ayer,,48.13,7.0
1147,46143,11,The Skulls,5.8,156,2000,Mar,Friday,Rob Cohen,Male,35.01,15.0
1148,46145,7,Malibu's Most Wanted,4.7,77,2003,Apr,Thursday,John Whitesell,Male,0.0,0.0
1149,46153,44,The Princess Bride,7.6,1486,1987,Sep,Friday,Rob Reiner,Male,30.86,16.0
1150,46160,3,Because of Winn-Dixie,6.1,61,2005,Feb,Friday,Wayne Wang,,32.65,14.0
1151,46166,30,Match Point,7.3,1105,2005,Oct,Wednesday,Woody Allen,Male,85.31,15.0
1152,46168,15,The Remains of the Day,7.5,202,1993,Nov,Friday,James Ivory,Male,23.24,11.5
1153,46169,19,Boogie Nights,7.5,796,1997,Sep,Thursday,Paul Thomas Anderson,Male,43.1,15.0
1154,46180,45,The November Man,6.0,639,2014,Aug,Wednesday,Roger Donaldson,Male,32.56,15.0
1155,46197,6,New York Stories,6.2,64,1989,Mar,Friday,Francis Ford Coppola,Male,0.0,15.0
1156,46202,41,Brazil,7.5,861,1985,Feb,Wednesday,Terry Gilliam,Male,0.0,15.0
1157,46204,49,The Big Lebowski,7.8,2926,1998,Mar,Friday,Joel Coen,,46.19,15.0
1158,46207,9,A Mighty Heart,6.7,95,2007,Jan,Monday,Michael Winterbottom,Male,18.93,16.0
1159,46217,13,Promised Land,6.0,243,2012,Sep,Sunday,Gus Van Sant,Male,8.14,15.0
1160,46218,21,Whatever Works,6.8,350,2009,Jun,Friday,Woody Allen,Male,35.1,15.0
1161,46224,31,Mulholland Drive,7.6,1477,2001,May,Wednesday,David Lynch,Male,20.12,15.0
1162,46226,12,You Will Meet a Tall Dark Stranger,5.8,251,2010,May,Sunday,Woody Allen,Male,0.0,22.0
1163,46229,11,Transsiberian,6.5,195,2008,Jan,Friday,Brad Anderson,Male,5.93,15.0
1164,46234,0,Felicia's Journey,6.6,23,1999,Nov,Wednesday,Atom Egoyan,Male,0.0,0.0
1165,46237,6,Things to Do in Denver When You're Dead,6.7,85,1995,Dec,Friday,Gary Fleder,Male,0.53,8.0
1166,46256,52,Groundhog Day,7.4,2301,1993,Feb,Thursday,Harold Ramis,Male,70.91,14.6
1167,46261,37,Unforgiven,7.7,1113,1992,Aug,Friday,Clint Eastwood,Male,159.16,14.0
1168,46263,59,Slumdog Millionaire,7.6,2827,2008,May,Monday,Danny Boyle,Male,377.91,15.0
1169,46265,45,Pretty Woman,7.0,1746,1990,Mar,Friday,Garry Marshall,Male,463.0,14.0
1170,46268,25,Born on the Fourth of July,6.7,395,1989,Dec,Wednesday,Oliver Stone,Male,161.0,14.0
1171,46269,22,Cool Runnings,6.8,491,1993,Sep,Thursday,Jon Turteltaub,Male,154.86,14.0
1172,46274,4,Good Deeds,6.2,45,2012,Feb,Thursday,Tyler Perry,Male,0.0,0.0
1173,46279,3,Poetic Justice,6.9,47,1993,Jul,Friday,John Singleton,Male,27.52,14.0
1174,46281,6,Vampire in Brooklyn,4.5,111,1995,Oct,Friday,Wes Craven,Male,19.8,14.0
1175,46284,14,My Boss's Daughter,4.4,180,2003,Aug,Thursday,David Zucker,Male,0.0,14.0
1176,46290,3,"New York, New York",6.1,67,1977,Jun,Tuesday,Martin Scorsese,Male,0.0,0.0
1177,46291,1,Crooklyn,6.7,31,1994,May,Friday,Spike Lee,Male,0.0,0.0
1178,46295,4,Head Over Heels,5.3,73,2001,Feb,Friday,Mark Waters,Male,10.42,14.0
1179,46301,4,Catch a Fire,6.4,25,2006,Oct,Friday,Phillip Noyce,Male,4.29,0.0
1180,46303,0,Jefferson in Paris,5.2,10,1995,Mar,Friday,James Ivory,Male,2.47,14.0
1181,46306,9,Mr. Turner,6.3,204,2014,Oct,Friday,Mike Leigh,Male,5.41,0.0
1182,46309,4,Reign of Assassins,6.7,57,2010,Sep,Wednesday,John Woo,Male,0.0,12.0
1183,46313,24,Flipped,7.4,418,2010,Aug,Friday,Rob Reiner,Male,1.76,14.0
1184,46314,44,Brokeback Mountain,7.5,1480,2005,Sep,Friday,Ang Lee,Male,178.04,14.0
1185,46324,18,"Good Morning, Vietnam",7.1,642,1987,Dec,Wednesday,Barry Levinson,Male,123.92,13.0
1186,46326,6,Justin Bieber: Never Say Never,4.8,154,2011,Feb,Friday,Jon M. Chu,Male,98.44,13.0
1187,46327,91,Black Swan,7.3,4430,2010,Dec,Thursday,Darren Aronofsky,Male,327.8,13.0
1188,46330,17,A Nightmare on Elm Street 4: The Dream Master,5.8,281,1988,Aug,Friday,Renny Harlin,Male,72.5,7.0
1189,46339,60,The Shallows,6.2,1567,2016,Jun,Friday,Jaume Collet-Serra,Male,119.1,17.0
1190,46354,24,Letters from Iwo Jima,7.2,541,2006,Dec,Tuesday,Clint Eastwood,Male,68.67,19.0
1191,46355,6,The Astronaut Farmer,6.2,123,2006,Oct,Sunday,Michael Polish,Male,11.13,13.0
1192,46367,4,Resurrecting the Champ,5.9,60,2007,Jun,Thursday,Rod Lurie,Male,0.0,0.0
1193,46368,17,Admission,5.4,304,2013,Mar,Thursday,Paul Weitz,Male,18.0,13.0
1194,46370,26,Chloe,5.9,498,2009,Mar,Wednesday,Atom Egoyan,Male,8.46,15.0
1195,46372,12,Find Me Guilty,6.5,138,2006,Mar,Thursday,Sidney Lumet,,2.64,13.0
1196,46376,2,The Claim,5.6,17,2000,Dec,Friday,Michael Winterbottom,Male,0.0,0.0
1197,46380,34,The Call,6.6,1257,2013,Mar,Thursday,Brad Anderson,Male,68.57,13.0
1198,46387,35,True Romance,7.5,749,1993,Sep,Thursday,Tony Scott,Male,12.28,12.5
1199,46390,11,The Killer Inside Me,6.0,173,2010,Feb,Friday,Michael Winterbottom,Male,0.0,13.0
1200,46391,5,Cat People,6.0,94,1982,Apr,Friday,Paul Schrader,,0.0,0.0
1201,46400,26,Machete,6.3,1150,2010,Sep,Wednesday,Robert Rodriguez,,31.33,20.0
1202,46407,60,American Pie,6.4,2296,1999,Jul,Friday,Chris Weitz,,235.48,11.0
1203,46410,6,Think Like a Man,6.9,281,2012,Apr,Monday,Tim Story,Male,96.07,12.0
1204,46411,10,Barbershop,6.2,137,2002,Apr,Monday,Tim Story,Male,75.78,12.0
1205,46413,41,Ace Ventura: Pet Detective,6.4,1648,1994,Feb,Friday,Tom Shadyac,Male,107.22,15.0
1206,46417,45,Step Up,6.7,1060,2006,Aug,Friday,Anne Fletcher,Female,114.19,12.0
1207,46419,40,Jackie Brown,7.3,1514,1997,Dec,Wednesday,Quentin Tarantino,Male,39.67,12.0
1208,46423,14,Time Bandits,6.6,249,1981,Jul,Monday,Terry Gilliam,Male,42.37,5.0
1209,46439,6,Stir of Echoes,6.5,330,1999,Sep,Friday,David Koepp,Male,21.13,12.0
1210,46440,29,Philomena,7.4,579,2013,Nov,Friday,Stephen Frears,,100.13,12.0
1211,46446,29,Nebraska,7.4,636,2013,Sep,Saturday,Alexander Payne,,17.65,12.0
1212,46448,1,Max Keeble's Big Move,5.4,33,2001,Oct,Friday,Tim Hill,Male,17.29,12.0
1213,46449,16,Young Adult,5.6,364,2011,Dec,Friday,Jason Reitman,Male,22.94,12.0
1214,46452,0,Living Out Loud,5.3,11,1998,Oct,Friday,Richard LaGravenese,Male,12.9,12.0
1215,46454,14,Rachel Getting Married,6.1,163,2008,Oct,Friday,Jonathan Demme,Male,0.0,0.0
1216,46457,26,Das Boot,7.9,613,1981,Sep,Wednesday,Wolfgang Petersen,Male,85.0,14.0
1217,46460,21,House of Flying Daggers,7.1,439,2004,May,Wednesday,Zhang Yimou,Male,92.86,0.0
1218,46467,7,Celebrity,6.0,111,1998,Sep,Monday,Woody Allen,Male,0.0,0.0
1219,46470,2,Girl 6,5.7,16,1996,Mar,Friday,Spike Lee,Male,4.94,12.0
1220,46484,5,Ondine,6.5,84,2009,Sep,Monday,Neil Jordan,,1.64,12.0
1221,46487,2,Critical Care,6.1,9,1997,Oct,Friday,Sidney Lumet,,0.0,0.0
1222,46489,2,Darling Companion,5.3,22,2012,Apr,Friday,Lawrence Kasdan,Male,0.0,0.0
1223,46493,1,"A Woman, a Gun and a Noodle Shop",4.8,13,2009,Dec,Friday,Zhang Yimou,Male,0.0,0.0
1224,46498,5,5 Days of War,5.8,62,2011,Apr,Thursday,Renny Harlin,Male,0.02,20.0
1225,46502,53,Snatch,7.7,2912,2000,Sep,Friday,Guy Ritchie,Male,83.56,10.0
1226,46508,45,Gremlins,6.9,1596,1984,Jun,Thursday,Joe Dante,Male,153.08,11.0
1227,46512,14,Trash,7.1,242,2014,Oct,Thursday,Stephen Daldry,Male,0.0,0.0
1228,46513,21,High School Musical 3: Senior Year,6.2,821,2008,Oct,Wednesday,Kenny Ortega,Male,0.0,0.0
1229,46514,31,The Fighter,7.2,1486,2010,Dec,Friday,David O. Russell,Male,93.62,25.0
1230,46521,38,Phone Booth,6.7,1062,2002,Sep,Monday,Joel Schumacher,Male,97.84,13.0
1231,46522,33,A Walk to Remember,7.5,1018,2002,Jan,Friday,Adam Shankman,Male,41.23,11.0
1232,46529,7,Raising Cain,5.9,65,1992,Aug,Friday,Brian De Palma,Male,37.17,12.0
1233,46540,6,Kinsey,6.6,131,2004,Sep,Saturday,Bill Condon,Male,0.0,0.0
1234,46541,33,Army of Darkness,7.3,838,1992,Oct,Friday,Sam Raimi,Male,0.0,11.0
1235,46543,33,What's Eating Gilbert Grape,7.5,919,1993,Dec,Friday,Lasse Hallström,Male,30.0,11.0
1236,46545,4,Vera Drake,6.8,80,2004,Oct,Friday,Mike Leigh,Male,0.0,11.0
1237,46547,1,The Perez Family,6.6,9,1995,May,Friday,Mira Nair,Female,2.83,11.0
1238,46548,36,Inside Llewyn Davis,7.2,834,2013,Oct,Sunday,Joel Coen,,32.94,11.0
1239,46564,56,E.T. the Extra-Terrestrial,7.3,3269,1982,Apr,Saturday,Steven Spielberg,Male,792.91,10.5
1240,46572,43,Good Will Hunting,7.9,2811,1997,Dec,Friday,Gus Van Sant,Male,225.93,10.0
1241,46574,33,Saw III,6.1,1071,2006,Oct,Friday,Darren Lynn Bousman,Male,163.88,10.0
1242,46575,10,Stripes,6.5,249,1981,Jun,Thursday,Ivan Reitman,Male,85.3,10.0
1243,46579,29,Saw IV,5.9,903,2007,Oct,Thursday,Darren Lynn Bousman,Male,139.35,10.0
1244,46581,5,Madea's Family Reunion,6.0,77,2006,Feb,Friday,Tyler Perry,Male,57.23,6.0
1245,46582,17,The Color of Money,6.7,291,1986,Oct,Tuesday,Martin Scorsese,Male,52.29,13.8
1246,46584,8,The Mighty Ducks,6.4,198,1992,Oct,Thursday,Stephen Herek,Male,50.75,10.0
1247,46586,26,Happy Gilmore,6.5,755,1996,Feb,Friday,Dennis Dugan,Male,41.21,12.0
1248,46588,25,Bill & Ted's Excellent Adventure,6.7,454,1989,Feb,Friday,Stephen Herek,Male,40.49,10.0
1249,46590,21,The Best Exotic Marigold Hotel,6.9,459,2011,Nov,Monday,John Madden,,136.84,10.0
1250,46592,36,Mad Max Beyond Thunderdome,5.9,748,1985,Jun,Saturday,George Miller,Male,36.23,12.31
1251,46601,14,Dogma,6.8,823,1999,Nov,Friday,Kevin Smith,Male,30.65,10.0
1252,46603,12,Twilight Zone: The Movie,6.2,161,1983,Jun,Friday,Steven Spielberg,Male,29.45,10.0
1253,46609,13,The Outsiders,6.9,291,1983,Mar,Friday,Francis Ford Coppola,Male,33.7,10.0
1254,46611,16,The Dead Zone,6.9,311,1983,Oct,Friday,David Cronenberg,Male,20.77,10.0
1255,46619,2,Roll Bounce,6.1,27,2005,Sep,Friday,Malcolm D. Lee,Male,0.0,0.0
1256,46620,18,Rushmore,7.5,676,1998,Sep,Thursday,Wes Anderson,Male,17.1,9.0
1257,46622,17,The Second Best Exotic Marigold Hotel,6.3,272,2015,Feb,Thursday,John Madden,,85.98,10.0
1258,46625,3,Mo' Better Blues,6.3,47,1990,Aug,Friday,Spike Lee,Male,16.15,10.0
1259,46644,28,Big Eyes,6.8,1196,2014,Dec,Wednesday,Tim Burton,Male,28.88,10.0
1260,46645,5,Very Bad Things,6.2,179,1998,Sep,Friday,Peter Berg,Male,9.9,30.0
1261,46647,9,Body Double,6.4,137,1984,Oct,Thursday,Brian De Palma,Male,8.8,10.0
1262,46649,9,Dirty Pretty Things,6.8,131,2002,Sep,Thursday,Stephen Frears,,0.0,0.0
1263,46653,10,Cedar Rapids,5.9,135,2011,Feb,Friday,Miguel Arteta,Male,6.86,0.0
1264,46658,15,The Straight Story,7.7,306,1999,Oct,Friday,David Lynch,Male,0.0,10.0
1265,46671,8,The Limey,6.6,105,1999,May,Saturday,Steven Soderbergh,Male,3.19,10.0
1266,46677,2,Bamboozled,6.3,24,2000,Oct,Friday,Spike Lee,Male,0.0,0.0
1267,46681,4,A Better Life,7.0,54,2011,Jun,Friday,Chris Weitz,,1.76,10.0
1268,46682,6,Spider,6.4,168,2002,Dec,Friday,David Cronenberg,Male,0.0,0.0
1269,46694,4,Swept Away,4.8,50,2002,Oct,Friday,Guy Ritchie,Male,0.6,10.0
1270,46727,2,Adam Resurrected,6.4,22,2008,Aug,Friday,Paul Schrader,,0.0,10.0
1271,46755,94,Alien,7.9,4470,1979,May,Friday,Ridley Scott,Male,104.93,11.0
1272,46762,6,Set It Off,6.9,66,1996,Nov,Wednesday,F. Gary Gray,Male,41.59,9.0
1273,46763,3,The Best Man,6.8,38,1999,Oct,Friday,Malcolm D. Lee,Male,34.57,9.0
1274,46765,14,Sicko,7.3,235,2007,May,Friday,Michael Moore,Male,24.54,9.0
1275,46769,7,The Contender,6.7,60,2000,Oct,Friday,Rod Lurie,Male,0.0,9.0
1276,46771,34,Trading Places,7.1,738,1983,Jun,Tuesday,John Landis,Male,90.4,40.6
1277,46774,4,Henry V,7.4,71,1989,Oct,Thursday,Kenneth Branagh,Male,0.0,9.0
1278,46789,8,Two Evil Eyes,6.0,35,1990,Jan,Thursday,George A. Romero,Male,0.0,9.0
1279,46791,2,All or Nothing,7.0,33,2002,May,Friday,Mike Leigh,Male,0.0,9.0
1280,46807,24,The Lost Boys,6.8,538,1987,Jul,Friday,Joel Schumacher,Male,32.22,8.5
1281,46813,13,Election,6.7,270,1999,Apr,Friday,Alexander Payne,,0.0,0.0
1282,46814,3,The Namesake,6.8,50,2006,Sep,Saturday,Mira Nair,Female,20.14,12.0
1283,46827,5,Repo! The Genetic Opera,6.7,100,2008,Jul,Friday,Darren Lynn Bousman,Male,0.19,0.0
1284,46829,121,Pulp Fiction,8.3,8428,1994,Oct,Saturday,Quentin Tarantino,Male,213.93,8.0
1285,46834,21,Splash,6.1,321,1984,Mar,Friday,Ron Howard,Male,69.82,8.0
1286,46836,51,Stand by Me,7.8,1522,1986,Aug,Friday,Rob Reiner,Male,52.29,8.0
1287,46837,45,28 Days Later,7.1,1777,2002,Oct,Thursday,Danny Boyle,Male,82.72,5.0
1288,46847,10,Much Ado About Nothing,7.2,189,1993,May,Friday,Kenneth Branagh,Male,0.0,8.0
1289,46849,14,New Nightmare,6.4,291,1994,Oct,Thursday,Wes Craven,Male,18.09,14.0
1290,46855,9,The Good Girl,6.1,181,2002,Jan,Saturday,Miguel Arteta,Male,16.86,8.0
1291,46858,1,The City of Your Final Destination,5.7,9,2009,Mar,Saturday,James Ivory,Male,0.0,0.0
1292,46859,14,Enough Said,6.6,348,2013,Sep,Wednesday,Nicole Holofcener,Female,25.29,0.0
1293,46867,5,Howards End,6.9,95,1992,Mar,Friday,James Ivory,Male,25.97,0.0
1294,46869,7,Another Year,7.0,97,2010,Nov,Friday,Mike Leigh,Male,18.12,8.0
1295,46908,29,Thank You for Smoking,7.1,664,2005,Sep,Monday,Jason Reitman,Male,24.79,6.5
1296,46918,1,Masked and Anonymous,5.2,13,2003,Aug,Friday,Larry Charles,Male,0.0,0.0
1297,46920,8,Code 46,6.2,116,2003,Sep,Tuesday,Michael Winterbottom,Male,0.0,7.5
1298,46926,9,The Hole,5.6,244,2009,Sep,Wednesday,Joe Dante,Male,0.0,0.0
1299,46931,19,Juno,7.0,2244,2007,Dec,Wednesday,Jason Reitman,Male,231.41,7.5
1300,46938,35,Magic Mike,6.1,1040,2012,Jun,Thursday,Steven Soderbergh,Male,167.22,7.0
1301,46939,11,Darkness Falls,4.9,161,2003,Jan,Friday,Jonathan Liebesman,,0.0,0.0
1302,46944,17,"Good Night, and Good Luck.",6.8,273,2005,Sep,Friday,George Clooney,Male,54.6,7.0
1303,46946,25,Desperado,6.8,881,1995,Aug,Friday,Robert Rodriguez,,25.41,7.0
1304,46953,5,Flirting with Disaster,6.3,66,1996,Mar,Friday,David O. Russell,Male,14.7,7.0
1305,46959,23,A Serious Man,6.6,483,2009,Oct,Friday,Joel Coen,,31.43,7.0
1306,46961,9,Warlock,5.8,95,1989,Jun,Thursday,Steve Miner,Male,0.0,7.0
1307,46964,14,The Last Temptation of Christ,7.0,201,1988,Aug,Friday,Martin Scorsese,Male,8.37,7.0
1308,46967,2,Rabbit-Proof Fence,6.8,84,2002,Feb,Monday,Phillip Noyce,Male,0.0,0.0
1309,46975,7,Auto Focus,6.1,56,2002,Oct,Friday,Paul Schrader,,2.06,7.0
1310,46980,2,Losin' It,4.5,31,1983,Apr,Friday,Curtis Hanson,Male,1.25,7.0
1311,46989,5,Gerry,6.2,68,2002,Jan,Saturday,Gus Van Sant,Male,0.0,3.5
1312,46998,5,Twixt,5.0,85,2011,Sep,Saturday,Francis Ford Coppola,Male,0.0,7.0
1313,47001,14,Pale Rider,7.0,251,1985,Jun,Friday,Clint Eastwood,Male,41.41,0.0
1314,47003,26,Dazed and Confused,7.4,583,1993,Sep,Friday,Richard Linklater,Male,7.99,6.9
1315,47004,21,High School Musical 2,6.1,843,2007,Aug,Friday,Kenny Ortega,Male,7.0,0.0
1316,47017,17,Boyz n the Hood,7.4,364,1991,Jul,Friday,John Singleton,Male,57.5,6.5
